,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
4014,69,Male,White,2016-05-11,Byng,OK,74820.0,Pontotoc,Pontotoc County Sheriff's Office,Gunshot,Police were called to help a suicidal man. They did.,Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Car,No,,Rural,2016,5
4015,28,Male,Black,2016-05-10,Taunton,MA,2780.0,Bristol,Plymouth County Sheriff's Department,Gunshot,"Police responded to the Silver City Galleria shopping mall after DaRosa crashed a black Honda Accord into the entrance of a Macy's store. Moments later, police say DaRosa exited his car, assaulted multiple people inside Macy's, and then walked into a Bertucci's restaurant inside the mall. Inside the restaurant, DaRosa allegedly stabbed multiple people including a 56-year-old man who died. DaRosa was shot and killed by an off-duty Plymouth County sheriff's deputy.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,Off-Duty,Suburban,2016,5
4016,35,Female,White,2016-05-10,Kennedale,TX,76140.0,Tarrant,Tarrant County Sheriff's Office,Taser,A woman with a history of mental illness threatened a deputy with a log.,Pending investigation,No known charges,Yes,Allegedly Armed,stick,attack,Not fleeing,,,Suburban,2016,5
4017,26,Male,White,2016-05-09,Chicago,IL,60632.0,Cook,Chicago Police Department,Gunshot,"Police responded to a holdup alarm, as a security guard chased the armed suspect out of the bank, according to police. The officers chased the suspect about a block. Officers ran into a gangway between buildings, and the robber turned around with a gun and an officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Foot,No,,Urban,2016,5
4018,23,Male,White,2016-05-09,Biloxi,MS,39532.0,Harrison,Jackson County Sheriff's Office,Gunshot,"Deputies responded at the request of the clerk on duty to investigate possible drug activity in a Ramada Inn room. When the deputies made contact with the suspect, he became ""aggressively combative"" toward the officer, police said. Another deputy arrived to assist in subduing the suspect, and the fight escalated until one of the deputies shot and killed Bowman.",Pending investigation,No known charges,Drug or alcohol use,Unarmed,unarmed,attack,Not fleeing,No,,Suburban,2016,5
4019,29,Male,White,2016-05-09,Nacogdoches,TX,75961.0,Nacogdoches,"Nacogdoches County Sheriff's Office, Texas Department of Public Safety",Gunshot,"A deputy and a trooper responded to an assault. Stotts fled on a motorcycle, arriving at his home. He went for a shotgun, and was shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Other,No,,Suburban,2016,5
4020,33,Male,Black,2016-05-09,El Paso,TX,79934.0,El Paso,El Paso Police Department,Gunshot,"Williams was shot by two officers as he ran out of a house toward them, waving what appeared to be a handgun and ignoring commands to drop it. After the officers shot and disarmed Williams, the handgun was found to be a BB gun.",Pending investigation,No known charges,No,Unarmed,toy,other,Not fleeing,No,,Suburban,2016,5
4021,59,Male,Unknown race,2016-05-09,Fort McCoy,FL,32134.0,Marion,Marion County Sheriff's Office,Gunshot,"Marion County Sheriff's Office's wanted to locate Joseph Napoli for questioning in a case they were working. A deputy located Napoli's vehicle pulled over on the side of the road and parked behind the man's vehicle, exited the patrol car and began to approach Napoli's vehicle. The deputy noticed Napoli had a handgun as she walked up to the vehicle. The deputy stated Napoli raised his gun, and she discharged her weapon. It's uncertain at this time who shot him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2016,5
4022,33,Male,Black,2016-05-09,St. Paul,MN,55117.0,Ramsey,St. Paul Police Department,Gunshot,"A man seen waving a gun at a St. Paul impound lot was later shot and killed by police officers after he ignored repeated commands to raise his hands, police said.",Pending investigation,No known charges,Unknown,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,5
4023,44,Male,White,2016-05-08,Cromwell,OK,74859.0,Okfuskee,Oklahoma Highway Patrol,Vehicle,Larmon was killed when his car was knocked off the road by a pursuing state trooper.,Pending investigation,No known charges,No,Vehicle,vehicle,other,Not fleeing,,,Rural,2016,5
4024,21,Male,Black,2016-05-08,Long Beach,CA,90806.0,Los Angeles,Long Beach Police Department,Gunshot,"Police received a call reporting a man with “an Uzi-style gun” speaking to three individuals inside a vehicle near 21st Street and Locust Avenue, Zabel said. Officers arrived within minutes and the shooting happened shortly after. The man had an airsoft toy gun.",Pending investigation,No known charges,No,Unarmed,toy,other,Not fleeing,No,,Urban,2016,5
4025,29,Male,Unknown race,2016-05-07,Presque Isle,ME,4769.0,Aroostook,Presque Isle Police Department,"Gunshot, Taser","Sam was shot by Presque Isle police officer Lucas Hafford. Responding to calls about erratic behavior, Hafford encountered Sam carrying a knife and used verbal orders and a stun gun before shooting and killing him, according to police.",Pending investigation,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing,No,,Rural,2016,5
4026,29,Male,White,2016-05-07,Lake Stevens,WA,98258.0,Snohomish,Snohomish County Sheriff's Office,Gunshot,"Police responded to reports of gunshots and a suicidal man. Snohomish County Sheriff's deputies found an armed man who, at times, was holding a gun to his head. They began negotiations. A SWAT team arrived at 1 a.m. A family member also spoke to him. Police say they used several “less lethal” methods to try to subdue him. Officers approached the man about 7:20 a.m. Saturday after police believed he put down the gun. As officers approached, he “made a movement to the gun,” and two officers shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing,No,,Suburban,2016,5
4027,37,Male,Black,2016-05-07,Saint Petersburg,FL,33712.0,Pinellas,Pinellas County Sheriff's Office,Gunshot,"Auto Theft Task Force deputies were following a minivan they thought was stolen. The passenger in the van, Alton Witchard, got out of the van holding an AR-15 assault rifle. Deputies say Witchard failed to heed multiple warnings to drop the weapon, and he was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Other,No,,Suburban,2016,5
4028,23,Male,Black,2016-05-06,Weirton,WV,26062.0,Hancock,Weirton Police Department,Gunshot,"Williams' girlfriend called to report a domestic incident. She said Williams was holding a knife up and threatening to harm himself after she said she was breaking up with him. The girlfriend said Williams pushed her into a closet and went to get a gun from his vehicle, telling her of his intention to get police to shoot him. Williams met police officers outside the home, brandishing the gun in their direction. He was then shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing,No,,Suburban,2016,5
4029,38,Male,Black,2016-05-05,Milwaukee,WI,53218.0,Milwaukee,Milwaukee Police Department,Gunshot,Police responded to a reported domestic violence incident five-miles south of Buffalo. Officers made contact with a white man who was suspected of being armed. The subject allegedly failed to obey officer's commands and was shot and killed.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,Yes,,Urban,2016,5
4030,36,Male,White,2016-05-05,Gretna,LA,70053.0,Jefferson,Gretna Police Department,Gunshot,Police were attempting to serve a warrant for drugs on DiGiovanni when he led them on an extensive chase. He was shot and killed when he drove at police.,Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Suburban,2016,5
4031,26,Female,Black,2016-05-05,Orlando,FL,32808.0,Orange,Orange County Sheriff's Office,Gunshot,Officers responded to a burglary in progress and found Armstrong outside and armed. They shot and killed her.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,5
4032,52,Male,White,2016-05-04,Philadelphia,PA,19151.0,Philadelphia,Philadelphia Police Department,Gunshot,"Several college students called police when they saw a man circling the neighborhood in a minivan and thought he was casing homes in the neighborhood. A marked unit turned on its emergency lights behind the minivan while an unmarked police car stopped in front of the minivan. Police say both officers exited their vehicle and ordered the driver of the minivan to turn off the engine. At that time the driver allegedly drove towards the plainclothes officer's direction. An officer fired four shots, killing Ferretti.",Pending investigation,No known charges,No,Vehicle,vehicle,other,Not fleeing,No,,Urban,2016,5
4033,39,Male,White,2016-05-04,Burien,WA,98166.0,King,King County Sheriff's Office,Gunshot,"DiTullio was apparently shot and killed by police when he brandished an AR-15 rifle from inside his truck. Police said that DiTullio led them on a chase around town before returning to his home, where he was shot and killed after showing the weapon.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Suburban,2016,5
4034,18,Male,Unknown race,2016-05-04,Temecula,CA,92592.0,Riverside,Temecula Police Department,Gunshot,"Tucker was shot by Temecula Police Officers after he advanced upon them wielding a knife. Police responded to a 9-1-1 call within a residence. As police arrived on scene, they were directed to the garage at the residence. During the contact, the male advanced towards the officers with the knife, and he was shot and killed.",Pending investigation,No known charges,Unknown,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2016,5
4035,40,Male,White,2016-05-04,Buffalo,MO,65622.0,Dallas,"Missouri State Highway Patrol, Dallas County Sheriff's Department, Buffalo Police Department",Gunshot,Police responded to a reported domestic violence incident five-miles south of Buffalo. Officers made contact with a white man who was suspected of being armed. The subject allegedly failed to obey officers' commands and was shot and killed.,Pending investigation,No known charges,Unknown,Unclear,undetermined,attack,Not fleeing,No,,Rural,2016,5
4036,59,Male,White,2016-05-03,Visalia,CA,93292.0,Tulare,Visalia Police Department,Gunshot,"Hopper was armed with a steak knife when he approached a police officer. The officer fired three rounds and then attempted CPR. The man's family watched from the lawn, and neighbors watched from their windows.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2016,5
4037,52,Male,Black,2016-05-02,Taylors,SC,29687.0,Greenville,Greenville County Sheriff's Office,Gunshot,"Deputies received a call about a person waving around a gun. The first deputy to respond found Dogan armed on Tappan Drive. After making contact with Dogan, the deputy asked for backup and another deputy responded, police said. When the second deputy arrived, Dogan began walking toward the deputy; the deputy told the man to get to the ground, and he did not. The second deputy shot Dogan in the neck, and he died two weeks later.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,5
4038,26,Male,Black,2016-05-01,Anderson,SC,29621.0,Anderson,Anderson Police Department,Taser,"Clinkscales' mother called 911 around 11:15 p.m. Saturday, saying her son was acting strange and had been drinking heavily before putting his arm through a window, police said. Police who arrived at the residence found a belligerent man, and they tasered him. First aid workers took him to a hospital where he died.",Pending investigation,No known charges,Drug or alcohol use,Unclear,undetermined,attack,Not fleeing,,,Suburban,2016,5
4039,28,Male,White,2016-05-01,Alamo,TN,38001.0,Crockett,"Crockett County Sheriff's Office, Maury City Police Department",Gunshot,"Crockett County deputies and a Maury City police officer were executing a search warrant at a home when Branch, who is not a resident of the home, entered the residence brandishing a weapon, according police. There was an exchange of gunfire during which officers fired their weapons, killing Branch.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing,No,,Rural,2016,5
4040,25,Male,Black,2016-05-01,Orlando,FL,32805.0,Orange,Orlando Police Department,Gunshot,"Police were called to Orange Blossom Trail on reports of a man walking up and down the road with a chrome firearm, police said. The first officer to respond found Charles and asked for back-up, saying he had Charles at gunpoint. Three additional officers arrived to help and commanded Charles to drop the gun. He refused and raised it. Officers Michael Ragsdale and Joseph Imburgio then fired at Charles, killing him.",Pending investigation,No known charges,No,Unarmed,toy,attack,Not fleeing,No,,Urban,2016,5
4041,55,Male,White,2016-04-30,San Tan Valley,AZ,85143.0,Pinal,"Pinal County Sheriff's Office, Maricopa County Sheriff's Office",Gunshot,"Dass was involved in a collison and reportedly drove away from responding officers. He then collided with a police vehcile and drove towards two officers who opened fire, police said.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Suburban,2016,4
4042,28,Male,Hispanic,2016-04-30,Los Angeles,CA,91343.0,Los Angeles,Los Angeles Police Department,Gunshot,"Police encountered an injured woman in an apartment following a domestic disturbance call, according to authorities. The man then emerged from a bedroom carrying two knives and officers opened fire, police said.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,Yes,,Urban,2016,4
4043,33,Male,White,2016-04-30,Spanish Fork,UT,84660.0,Utah,Utah County Sheriff's Office,Gunshot,"Bess was wanted on multiple arrest warrants and spotted by a sheriff's deputy. Following a short foot chase, Bess produced a knife and charged at the officer, according to police. The deputy then opened fire.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Foot,No,,Suburban,2016,4
4044,42,Male,White,2016-04-30,Wasau,WI,54403.0,Marathon,Wausau Police Department,Gunshot,"Officers responded to a domestic disturbance, police said. The man reportedly grabbed a knife as he was arrested and an officer opened fire multiple times.",Pending investigation,No known charges,No,Allegedly Armed,knife,other,Not fleeing,No,,Suburban,2016,4
4045,48,Male,White,2016-04-29,Jackson,MO,63755.0,Cape Girardeau,Missouri State Highway Patrol,Gunshot,"Hobbs was partially handcuffed after a traffic stop but fought with the trooper and fled back to his vehicle, authorities said. The two continued to fight inside the car and Hobbs attempted to drive away with the trooper inside, according to police. The trooper then opened fire.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Rural,2016,4
4046,53,Male,White,2016-04-28,Boise,ID,83709.0,Ada,Ada County Sheriff's Office,Gunshot,"Deputies shot and killed Easter when he approached them with a handgun, police said. Someone from inside the Easter's house called 911 to report an intruder and another 911 caller said he was worried about his mental health.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,Yes,,Suburban,2016,4
4047,24,Male,Black,2016-04-28,Houston,TX,77049.0,Harris,Harris County Constable Precinct 5,Gunshot,"A deputy stopped a car with multiple toll road violations and drew his gun when the driver began to move the car forward with the deputy holding on to the car's open door, authorities said. The deputy fatally shot the driver when he allegedly reached toward the deputy's gun.",Pending investigation,No known charges,No,Vehicle,vehicle,other,Car,No,,Suburban,2016,4
4048,37,Male,Hispanic,2016-04-28,Miami,FL,33128.0,Miami-Dade,Miami Police Department,Gunshot,"Police said the man is believed to have stabbed a woman and her two-year-old daughter, killing the woman and injuring the child. An officer on routine patrol opened fire when he saw the man armed with a knife and the woman covered in blood outside a building, authorities said.",Pending investigation,No known charges,Unknown,Allegedly Armed,knife,attack,Not fleeing,No,,Urban,2016,4
4049,45,Male,White,2016-04-28,Spokane,WA,99201.0,Spokane,Spokane Police Department,"Gunshot, Taser","Kurtz, a homeless man, was reportedly suicidal and armed with a knife. When police responded he held the knife to his own chest before approaching officers with it, authorities said. Officers said they fatally shot him when he continued to approach with the knife and a Taser failed to stop him.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,Yes,,Urban,2016,4
4050,36,Male,White,2016-04-27,Milcreek,UT,84109.0,Salt Lake,Unified Police Department,Gunshot,Unified Police said the K-9 went in first to search for the suspect and was shot. Police then returned fire.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4051,34,Male,Asian,2016-04-27,Atlanta,GA,30345.0,DeKalb,DeKalb County Police Department,Gunshot,"Mung was reportedly carrying a live chicken and a machete. Police said they shot him when he refused to drop the machete. Officers were in the area in response to 911 calls about Mung, authorities said.",Pending investigation,No known charges,Yes,Allegedly Armed,machete,other,Not fleeing,No,,Suburban,2016,4
4052,21,Male,White,2016-04-27,Westminster,CO,80030.0,Jefferson,Westminster Police Department,Gunshot,"Police were investigating a stolen car when a man 'associated' with the car began firing shots at the officers, police said. The officers shot back and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2016,4
4053,26,Male,Black,2016-04-26,Chesapeake,VA,23325.0,Chesapeake City,Chesapeake Police Department,Gunshot,"Police were serving an emergency custody order at a home when Brooks began firing, hitting and injuring a female relative as she tried to run away, authorities said. Officers said they shot and killed Brooks as he turned toward them.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,Yes,,Suburban,2016,4
4054,24,Female,White,2016-04-26,Albuquerque,NM,87111.0,Bernalillo,Bernalillo County Sheriff's Office,Gunshot,"Officers tried to arrest Burke earlier in the day for allegedly violating her probation but she fled in a stolen car, authorities said. A federal taskforce later found Burke and at least one deputy opened fire when she reportedly brandished a gun.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Car,No,,Suburban,2016,4
4055,28,Male,White,2016-04-26,Lakewood,CO,80226.0,Jefferson,Lakewood Police Department,Gunshot,"Police said they were monitoring a suspicious car in a motel parking lot when Barber approached the car. When police stopped Barber to question him, he fled and fired at police during a foot chase before officers shot back and killed him, authorities said.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Suburban,2016,4
4056,44,Male,White,2016-04-26,Kingsbury,TX,78638.0,Guadalupe,Seguin Police Department,Gunshot,Machemehl allegedly took a 'shooting stance' and pointed a bag containing a shotgun toward police officers. He was confronted by police at the end of a 17-minute car chase after carrying out an armed robbery at a convenience store. Authorities said Machemehl ignored more than 40 orders to drop the bag and surrender.,Pending investigation,No known charges,No,Allegedly Armed,gun,other,Other,No,,Rural,2016,4
4057,60,Female,White,2016-04-25,East Flat Rock,NC,28726.0,Henderson,Henderson County Sheriff's Office,Gunshot,"Deputies were sent to conduct a health and welfare check at the residence, police said. The shooting occurred during the encounter and while awaiting the arrival of involuntary commitment papers. Campbell allegedly pulled out a weapon and the deputies fatally shot her, authorities said. Campbell had also reportedly threatened to hurt her caregiver and herself.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4058,53,Male,White,2016-04-24,Gulfport,MS,39501.0,Harrison,Gulfport Police Department,Taser,"Macomber was reportedly causing a disturbance at a restaurant. Police shocked him with a Taser before he was taken to a hospital and pronounced dead, authorities said.",Pending investigation,No known charges,Unknown,Unarmed,unarmed,undetermined,Not fleeing,,,Suburban,2016,4
4059,33,Male,Black,2016-04-23,Fayetteville,AR,72703.0,Washington,Fayetteville Police Department,"Gunshot, Taser",Tillman was shot after jumping back into his car during a traffic stop and trying to drive away. Police said he was stopped because his car did not have headlights. Officers said they were dragged as Tillman attempted to flee and that they tried to subdue him with a Taser before opening fire.,Pending investigation,No known charges,Unknown,Vehicle,vehicle,other,Car,Yes,,Urban,2016,4
4060,21,Male,Black,2016-04-23,Fort Pierce,FL,34950.0,St. Lucie,Fort Pierce Police Department,Gunshot,"Semer reportedly hit an officer with his car while trying to flee a traffic stop. Police said a second officer was partially trapped in Semer's car while Semer drove away. The officer shot and killed Semer after he got out of the car and started to run away on foot, authorities said.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Suburban,2016,4
4061,24,Male,White,2016-04-23,Chandler,AZ,85286.0,Maricopa,Chandler Police Department,Gunshot,"According to the Chandler Police Department, a Walmart employee saw a man trespassing on the premises. Two officers were called out and when the first officer arrived, witnesses saw Oakley fire at the officer. Chandler police said an ""ambush"" on the officer occurred, and he was shot in the face. A second officer responded to the scene and fired back at the suspect but was also shot by Oakley. The second officer shot and killed Oakley who was pronounced dead at the scene.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4062,30,Male,White,2016-04-23,Norfolk,VA,23504.0,Norfolk City,Norfolk Police Department,Gunshot,"Wakup barricaded himself inside a home Friday night. Early Saturday, police say Wakup fired at officers, who fatally shot him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2016,4
4063,18,Male,White,2016-04-23,Antigo,WI,54409.0,Langlade,Antigo Police Department,Gunshot,"A teenage gunman shot two students outside a Wisconsin high school's prom Saturday night, police said. Police, who were on campus, shot Wagner.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2016,4
4064,28,Male,Black,2016-04-23,Topeka,KS,66609.0,Shawnee,U.S. Marshals Service,Gunshot,"According to the FBI, police were serving an arrest warrant for Collins at the motel when gun fire erupted as they approached the motel room door. During the barrage, a fire started in the room and spread to envelop the entire motel. The FBI is still processing the crime scene, while ATF and the fire marshal are conducting the fire investigation. The Topeka Police Dept., Shawnee Co. Sheriff's Office, and Kansas Highway Patrol are assisting with the investigation.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,,,Urban,2016,4
4065,29,Male,White,2016-04-22,Austin,TX,78739.0,Travis,Austin Police Department,Gunshot,"The first officer to arrive found a 29-year-old man standing outside his vehicle and holding knives in both hands, police said. The officer got out of his patrol car to confront the man. The officer instructed the man to drop the knives, the man charged toward the officer, who shot him with a long rifle.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2016,4
4066,51,Male,White,2016-04-22,Berne,NY,12023.0,Albany,New York State Police,Gunshot,"Baranishyn called the police, saying he was feeling suicidal and homicidal. Two troopers found Baranishyn outside his house holding two 3- to 4-inch folding knives, police said. Baranishyn did not respond to several commands to drop his knives and then ""aggressively approached"" the troopers, who both shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing,No,,Rural,2016,4
4067,31,Female,White,2016-04-21,Silver City,NM,88061.0,Grant,Silver City Police Department,Gunshot,"Off-duty Silver City police Capt. Marcello Contreras, 41, fatally shot his girlfriend Nikki Bascom, 31, and then shot himself.",Pending investigation,No known charges,No,Unarmed,unarmed,other,Not fleeing,,Off-Duty,Rural,2016,4
4068,48,Male,Hispanic,2016-04-21,Everett,MA,2149.0,Middlesex,Everett Police Department,Gunshot,"Witnesses saw Martinez acting strangely. They said he was walking around a light post and muttering to himself. But when police arrived, the situation escalated quickly. Police ordered him to drop his knife, and when he lunged at police, he was shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Urban,2016,4
4069,52,Male,White,2016-04-20,Perryville,AR,72126.0,Johnson,Johnson County Sheriff's Office,Gunshot,"Police said Kirkham was armed and wanted in connection with a theft investigation. He was killed during a confrontation with a deputy, authorities said.",Pending investigation,No known charges,Unknown,Unclear,undetermined,other,Not fleeing,No,,Rural,2016,4
4070,41,Male,White,2016-04-20,Homestead,FL,33034.0,Miami-Dade,Miami-Dade Police Department,Gunshot,"Miami-Dade police officer fatally shot a shotgun-wielding man, Dufore, who kidnapped his ex-wife and forced her into a stolen car, police said.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4071,15,Male,Black,2016-04-19,St. Louis,MO,63106.0,St. Louis,St. Louis Metropolitan Police Department,Gunshot,Police said Jorevis was fatally shot when he pointed a gun at an officer while trying to flee. He was one of two passengers to leave a vehicle that officers had stopped based on a suspicion that it was stolen in a carjacking the previous day. The medical examiner said Jorevis died from a single shot to the right side of his back.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Other,No,,Urban,2016,4
4072,38,Male,White,2016-04-19,Blountsville,AL,35031.0,Blount,"Blount County Sheriff's Office, Marshall County Sheriff's Office, Snead Police Department, Blountsville Police Department",Gunshot,"Blackmon led police around two counties, while he went on a shooting spree. He was eventually shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Rural,2016,4
4073,41,Male,Pacific Islander,2016-04-19,Charlotte,NC,28214.0,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,"Charlotte-Mecklenburg police and a SWAT unit were called to the 7-Eleven on Little Rock Road after a gunman barricaded himself in the store around 3 a.m. Officers with the SWAT team shot and killed 41-year-old Sylasone Ackhavong during the standoff after he raised a gun at officers, police said.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4074,28,Male,Black,2016-04-18,Greenbelt,MD,20770.0,Prince Georges,Greenbelt Police Department,Gunshot,"Officers were called to an apartment building to deal with a report of a man shooting a gun. They found Johnson firing from his third-floor balcony. Following a two-hour standoff Johnson was shot when he fired at officers, according to authorities.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4075,18,Male,Black,2016-04-18,Mableton,GA,30126.0,Cobb,Cobb County Police Department,Gunshot,Dorsey was shot by police following a standoff after allegedly taking two gas station employees hostage at gunpoint. Officers had arrived in response to an alarm indicating the station was being robbed.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4076,35,Female,Black,2016-04-17,Dayton,OH,45417.0,Montgomery,Dayton Police Department,Gunshot,"Arrone was armed and had allegedly threatened to kill her partner. Police stopped her while she was driving and shot her when she got out of the car and fired the gun into the air while walking toward a group of people, authorities said.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Urban,2016,4
4077,37,Male,Black,2016-04-17,Troy,NY,12180.0,Rensselaer,Troy Police Department,Gunshot,"Police shot and killed Thevenin when he drove his car toward an officer, trapping the officer between his car and the officer's, according to authorities. The officer began pursuing Thevenin after a traffic stop during which Thevenin allegedly tried to run over the officer before driving away.",Pending investigation,No known charges,No,Vehicle,vehicle,attack,Car,No,,Suburban,2016,4
4078,31,Male,Black,2016-04-17,Vineland,NJ,8360.0,Cumberland,Vineland Police Department,Gunshot,"Bard and another man allegedly robbed someone at gunpoint. Bard was killed in an exchange of gunfire with pursuing officers, authorities said.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Suburban,2016,4
4079,22,Male,White,2016-04-17,El Paso,TX,79912.0,El Paso,El Paso Police Department,Gunshot,"Police responded to suicide threat, and Wilson moved toward officers with something in his hand. He was shot and killed. The something was a cell phone.",Pending investigation,No known charges,Yes,Unarmed,unarmed,other,Not fleeing,No,,Suburban,2016,4
4080,32,Male,Black,2016-04-17,New York,NY,11420.0,Queens,New York Police Department,Gunshot,Police shot and killed Tillman when he allegedly reached for a gun in his waistband. Authorities said Tillman ran from officers who approached him while he was holding an open bottle of alcohol and that he ignored officers' commands.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Foot,No,,Urban,2016,4
4081,53,Male,White,2016-04-16,Antioch,IL,60002.0,Lake,"Lake County Sheriff's Office, McHenry County Sheriff's Office",Gunshot,"Police fatally shot Boyes, suspected of killing his father and the father's girlfriend in western Kentucky, in a pizzeria parking lot. Police said he was killed when he brandished a gun,",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2016,4
4082,26,Male,White,2016-04-15,Muncie,IN,47303.0,Delaware,Muncie Police Department,Gunshot,"The officer involved was dispatched to the 4200 block of East Jackson Street on a report of a threat. Police would not elaborate on the nature of the threat. Police say an altercation between the officer and Storm Allen Smith, 26, occurred. A foot pursuit and a struggle ensued between the two, then police say the officer shot and killed Smith.",Pending investigation,No known charges,No,Unclear,undetermined,attack,Foot,Yes,,Urban,2016,4
4083,38,Male,Hispanic,2016-04-15,Lake Elsinore,CA,92530.0,Riverside,Lake Elsinore Police Department,Gunshot,"A Riverside County Sheriff's Department news release said an officer responded to multiple reports of a man breaking windows on South Poe Street. The officer encountered a man a few blocks away on West Heald Street who matched the description of witnesses and asked him to surrender, according to the release. Police said the suspect had used a piece of wood to break windows and a sliding glass door to a residence, which he attempted to enter and was confronted by the occupants, one of whom was struck by the suspect and sustained injuries. In an effort to subdue the suspect the officer used pepper spray, but the man did not appear to be affected, said police. The man came back at the officer armed with two baseball bats, and he was shot and killed.",Pending investigation,No known charges,Unknown,Allegedly Armed,baseball bat,other,Not fleeing,No,,Suburban,2016,4
4084,44,Male,Black,2016-04-15,Baltimore,MD,21223.0,Baltimore City,Baltimore Police Department,Gunshot,"Howard allegedly followed an off-duty detective into a liquor store, pulled out a replica gun and a knife, and tried to rob the detective. The officer fatally shot Howard with his service weapon.",Pending investigation,No known charges,Unknown,Allegedly Armed,"knife, toy",attack,Not fleeing,,Off-Duty,Urban,2016,4
4085,52,Male,White,2016-04-15,Cache,OK,73527.0,Comanche,Comanche County Sheriff's Office,Gunshot,"Swatsky was reportedly suicidal and armed with a gun. Police fatally shot him when he pointed the gun at officers, authorities said.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2016,4
